SiteCode,DataValue,LocalDateTime,UTCOffset,VariableCode,QualityControlLevelCode
S_GIOVANNI_BIAN,0.0,11/10/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,12/10/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,13/10/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,14/10/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,15/10/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,16/10/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,17/10/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,18/10/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,19/10/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,20/10/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,1.0,21/10/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,55.0,22/10/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,37.0,23/10/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,4.0,24/10/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,4.0,25/10/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,26/10/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,27/10/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,28/10/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,29/10/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,5.0,30/10/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,25.0,31/10/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,1.0,01/11/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,02/11/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,6.0,03/11/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,04/11/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,05/11/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,10.0,06/11/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,77.0,07/11/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,130.0,08/11/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,34.0,09/11/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,41.0,10/11/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,43.0,11/11/1951 09:00,1,Precipitation,3
